QTR,SCORE DIFF. (O),SITUATION (O),DRIVE #,DRIVE PLAY #,1ST DN #,DN,DIST,D&D,YARD LN,Field Zone,HASH,OFF TEAM,PERS,OFF FORM,BACKF SET,MOTION,PROTECTION,OFF PLAY,PLAY CATEGORY,RESULT,PLAY TYPE,PRE-SNAP READ,POST-SNAP READ,ZONE THROWN,GN/LS,DEF TEAM,DEF PERSONNEL,DEF FRONT,STUNT,BLITZ,NBR,COVERAGE,DEF ADJ
1,-7,,3,6,3,3,1,3&2-,28,Field Goal Fringe (39 to 21),L,CONU,33 JUMBO,32 DT DW +SING,0,T EDGE WK,,WEDGE WK,RUN,Rush,Run,,,,2,UDM,40,GAPS,,,6,0,
1,-10,,3,8,3,1,10,1&10,30,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,3S BEND,,IZ BEND ST READ FLAT SCREEN,RPO,"Sack, Fumble",Pass,,,,19,MCGILL,30,BANDIT,,,3,TOONIE,
3,7,,10,3,0,2,6,2&3-6,30,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,,50 SOLID,CHOPPER,DROPBACK,Complete,Pass,,,CURL ST,10,SHER,NICKEL 40,STETSON,SPY,,3,2 MAN,
2,-6,2 MIN,7,4,2,1,10,1&10,31,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,1W ZIPPER,60 SOLID,"Z-VIRGINIA, AUBURN TWEAK",DROPBACK,Sack,Pass,,,,-9,UDM,40,TRIO,WHIP,,5M,1,
2,-19,,5,9,4,2,10,2&7+,31,Field Goal Fringe (39 to 21),R,CONU,15,32,GW,,60 SOLID,"AUBURN, JONES",DROPBACK,Complete,Pass,,,CURL WK,16,LVL,NICKEL 30,STETSON MUG,,SMOKE,5S,10,
1,7,,5,1,0,1,15,1&11+,32,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,,60 SOLID,"FLORIDA TRADE, JONES",QUICK,Complete,Pass,,,FLAT WK,12,SHER,40,DEEP TRIO,CHASE WK,JET,5S,34,
2,-21,2 MIN,11,3,1,1,10,1&10,32,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,,60 SOLID,CHOPPER,DROPBACK,Sack,Pass,,,,-5,MCGILL,30,BANDIT,,,3,TEFFLON FLY,
2,3,,7,4,2,1,10,1&10,32,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,,PA 60,"AUBURN SWITCH, JONES",PA POCKET,Sack,Pass,,,,-6,SHER,40,DEEP TRIO,CHASE WK,JET,5S,34,
4,5,,13,4,2,2,2,2&2-,33,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,3S BEND,PA 60,RACE,PA POCKET,"Complete, TD",Pass,,,SEAM ST,33,SHER,40,EAGLE,,,5M,10,
3,7,,10,1,0,0,10,0&10,34,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,2W JET,,JET FOLD ST,RUN,Penalty,Run,,,,0,SHER,40,STRONG,,,4,44,
2,-19,,5,7,3,3,3,3&3-6,34,Field Goal Fringe (39 to 21),R,CONU,15,23,G0,,,IZ WK READ HANK,RPO,Complete,Pass,,,FLAT ST,3,LVL,40,COWBOY,,MOB,6,0,
1,-7,,3,5,3,2,8,2&7+,35,Field Goal Fringe (39 to 21),M,CONU,15,32 WX,G0,1W ZIP,60 SOLID,"AUBURN, RACE",DROPBACK,Complete,Pass,,,CURL WK,7,UDM,40,IN,"TAR, NQ",,4,44 DC,
2,-19,,5,8,4,1,15,1&11+,36,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,,,DRAW G LEAD ST,SCREEN/DRAW,Rush,Run,,,,5,LVL,40,WEAK,,,4,35 WC,
1,-7,,3,4,3,1,10,1&10,37,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,,,OZ ST,RUN,Rush,Run,HOTEL WK (LEVERAGE),,,2,UDM,40,EVEN,,,4,44 WC,
2,-18,,8,5,3,1,10,1&10,37,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,,60 SLIDE STR,"FLORIDA, JONES",DROPBACK,Incomplete,Pass,,,FLAT WK,-14,MCGILL,40,IN,WK BANG,,4,DEUCES,
2,-21,2 MIN,11,4,1,2,15,2&7+,37,Field Goal Fringe (39 to 21),L,CONU,15,32,G0,1W ZIPPER,60 SOLID,JONES,DROPBACK,Complete,Pass,,,SWING WK,10,MCGILL,30,BANDIT,,,3,HALO FLY,
2,3,,7,5,2,2,16,2&7+,38,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,,50 SOLID,AUBURN,DROPBACK,Scramble,Pass,,,,8,SHER,NICKEL 40,STETSON,,,3,36,
2,-19,,5,6,3,2,7,2&7+,38,Field Goal Fringe (39 to 21),R,CONU,15,32,GW,,60 SOLID,"AUBURN, APACHE",DROPBACK,Complete,Pass,,,SWING WK,4,LVL,NICKEL 30,STETSON PINCH,,,5M,10,
3,7,,10,2,0,1,15,1&11+,39,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,,60 SOLID,"FLORIDA, HANK",QUICK,Complete,Pass,,,CURL ST,9,SHER,40,DEEP TRIO,CHASE WK,JET,5S,34,
3,-11,OPENERS 2ND,12,3,1,1,10,1&10,39,Field Goal Fringe (39 to 21),R,CONU,15,32,G0,"2W JET, T SCAT ST, 3S EDGE",,JET SWEEP ST,RUN,Rush,Run,,,,-1,MCGILL,40,GAP,SCREAM,,4,SNIFF,
3,-11,OPENERS 2ND,12,4,1,2,11,2&7+,40,Open Field (-40 to 40),L,CONU,15,32,G0,FREEZE,60 SOLID,"JONES R-UNDER, APACHE",DROPBACK,Incomplete,Pass,,,HOOK WK,0,MCGILL,30,BANDIT,,,3,SNIFF ROB,
4,-2,2 MIN,16,3,1,2,5,2&3-6,40,Open Field (-40 to 40),R,CONU,15,32,GW,,60 SOLID,CHOPPER,DROPBACK,Complete,Pass,,,HOOK ST,12,SHER,NICKEL 40,STETSON,,,3,36 DC,
1,0,,2,5,2,2,1,2&2-,40,Open Field (-40 to 40),R,CONU,15,32,G0,,,OZ WK,RUN,Rush,Run,HOTEL ST (# & LEVERAGE),,,-3,UDM,40,TRIO,CHASE WK,,5M,10,
4,5,,13,3,2,1,10,1&10,41,Open Field (-40 to 40),R,CONU,15,32,G0,2W BEND,,IZ BEND WK TRACK SEATTLE,RPO,Complete,Pass,BUBBLE SCREEN ST (#),,CURL WK,8,SHER,40,OUT,SMACK,,5M,10,
2,-19,,5,5,3,1,10,1&10,41,Open Field (-40 to 40),R,CONU,15,32,G0,1W ZIP,,IZ LOCK ST OPT SEAHAWKS,RPO,Rush,Run,,,,3,LVL,40,WEAK,,,4,0 BRACKET WK,
3,-28,,11,7,3,1,10,1&10,41,Open Field (-40 to 40),L,CONU,15,41 WIDE BUNCH ST,G0,,60 SOLID,"SWING SCREEN ST, RACE",DROPBACK,Complete,Pass,,,DEEP 1/3 WK,-5,LVL,30,BANDIT,,MOB,5M,10,
2,-6,2 MIN,7,3,1,2,7,2&7+,42,Open Field (-40 to 40),R,CONU,15,32,G0,,60 SOLID,"NASCAR Z-APACHE, CADBURY",DROPBACK,Complete,Pass,,,HOOK WK,11,UDM,40,EVEN,SMACK,,5M,10,
1,0,,2,6,2,3,4,3&3-6,43,Open Field (-40 to 40),R,CONU,15,32,G0,,,IZ LOCK ST OPT ESSO,RPO,Incomplete,Pass,,,CURL WK,0,UDM,40,TRIO,,,3,21 MAN,
3,-25,OPENERS 2ND,9,1,0,0,10,0&10,44,Open Field (-40 to 40),R,CONU,15,32,G0,,60 SOLID,"AUBURN, MIAMI PUMP",DROPBACK,Incomplete,Pass,,,DEEP 1/3 WK,14,LVL,40,WEAK,,,4,MATCH,
3,-25,OPENERS 2ND,9,2,0,2,10,2&7+,44,Open Field (-40 to 40),R,CONU,15,32,G0,"FREEZE, 1W ZIPPER",60 SOLID,"AUBURN, SCISSOR",DROPBACK,Incomplete,Pass,,,POST,0,LVL,NICKEL 30,STETSON MUG,TACO,,4,10 BRACKET WK,
2,-6,2 MIN,7,2,1,1,10,1&10,45,Open Field (-40 to 40),R,CONU,15,32,G0,,,IZ LOCK ST OPT JONES,RPO,Rush,Run,,,,3,UDM,40,EVEN,,,4,44 WC,
2,-18,,8,6,3,1,20,1&11+,46,Open Field (-40 to 40),R,CONU,15,32,G0,,,IZ LOCK ST OPT HOTEL,RPO,Incomplete,Pass,,,FLAT WK,0,MCGILL,40,IN,A,,4,GREEN CUTTER,
1,-3,,2,5,2,2,8,2&7+,46,Open Field (-40 to 40),L,CONU,15,32,G0,3S BOMBER,70 BOMBER SOLID,"AUBURN, APACHE",DROPBACK,Incomplete,Pass,,,CURL WK,0,SHER,NICKEL 40,STETSON JET,,,7,0,
2,-18,,8,7,3,2,20,2&7+,46,Open Field (-40 to 40),R,CONU,15,41,G0,"FREEZE, 1S ZIPPER",60 SOLID,"AUBURN Z-FLAT Y-DIG, RACE",DROPBACK,Complete,Pass,,,MID SCR,-2,MCGILL,40,RS,,HAMMER,3,DROP,
4,-2,2 MIN,16,2,1,1,10,1&10,47,Open Field (-40 to 40),M,CONU,15,23,GS,,60 SLIDE WK,"SILVA, JONES",DROPBACK,Complete,Pass,,,FLAT ST,12,SHER,NICKEL 40,STRONG,,,4,44,
3,-6,OPENERS 2ND,8,6,2,1,10,1&10,47,Open Field (-40 to 40),R,CONU,15,32,G0,2W LEAD,,IZ LOCK ST BLAST OPT SEATTLE,RPO,Incomplete,Pass,,,CURL WK,0,UDM,40,EVEN,,MOW,6,1,
3,-6,OPENERS 2ND,8,7,2,2,10,2&7+,47,Open Field (-40 to 40),R,CONU,15,32,G0,,60 SOLID,"JONES, AUBURN",DROPBACK,Incomplete,Pass,,,DEEP 1/3 ST,0,UDM,40,TRIO,,,3,21 MAN,
2,-18,,7,3,1,1,10,1&10,48,Open Field (-40 to 40),R,CONU,15,32,G0,,PA 60,"AUBURN, JONES",PA POCKET,Complete,Pass,,,POST,27,LVL,30,BANDIT MUG,,,3,36,
2,3,,7,2,1,1,10,1&10,48,Open Field (-40 to 40),R,CONU,15,32,G0,,,IZ LOCK ST OPT APACHE,RPO,Complete,Pass,BUBBLE SCREEN ST (#),FTF,CURL WK,0,SHER,NICKEL 40,STETSON,,,5M,10,
1,-3,,2,4,2,1,10,1&10,48,Open Field (-40 to 40),L,CONU,15,32,G0,,,IZ ST READ HITCH SCREEN WK,RPO,Rush,Run,BUBBLE SCREEN ST (#),,,2,SHER,40,OUT,SMACK,,5M,10,
1,-10,,3,7,2,2,9,2&7+,48,Open Field (-40 to 40),R,CONU,15,32 WIDE BUNCH ST,G0,2S ZOOM,60 SLIDE WK,"NASCAR, JONES",DROPBACK,Complete,Pass,,,SEAM ST,18,MCGILL,30,BANDIT,,,3,TEFFLON FLY,
1,0,,2,4,2,1,10,1&10,49,Open Field (-40 to 40),L,CONU,15,32,G0,,PA 60,"AUBURN, JONES",PA POCKET,Scramble,Pass,,,,9,UDM,40,EVEN,,,4,44,
1,-10,,3,6,2,1,10,1&10,49,Open Field (-40 to 40),R,CONU,15,32,G0,3S BEND,,COUNTER BEND WK,RUN,Rush,Run,,,,1,MCGILL,40,CB DEEP,RUN/ATTACK,,5M,HOLD MATCH,
3,-11,OPENERS 2ND,12,2,0,2,5,2&3-6,49,Open Field (-40 to 40),L,CONU,15,32,G0,,60 SLIDE STR,"FLORIDA TRADE, JONES",QUICK,Complete,Pass,,,CURL ST,10,MCGILL,40,IN,ST BANG,,4,ROTATE,
2,-4,,4,3,0,3,1,3&2-,51,Open Field (-40 to 40),L,CONU,33 JUMBO,32 DT DW +SING,0,T EDGE ST,,APEX ST,RUN,Rush,Run,,,,0,UDM,40,GAPS,,,6,0,
4,5,,13,2,1,1,10,1&10,52,Open Field (-40 to 40),M,CONU,15,32,G0,"2W JET, 3S EDGE",,JET PINNER ST,RUN,Rush,Run,,,,6,SHER,40,DEEP TRIO,,SAW,5S,34,
3,-28,,11,6,2,2,7,2&7+,52,Open Field (-40 to 40),L,CONU,15,32,GW,,60 SOLID,"INS, SAIL",DROPBACK,Complete,Pass,,,FLAT WK,0,LVL,NICKEL 30,STETSON MUG,"TAR, WHACK",,5M,10,
3,5,,12,6,2,2,2,2&2-,52,Open Field (-40 to 40),L,CONU,15,32,G0,2W BEND,PA 60,"IZ BEND WK PA NASCAR, MIAMI",PA POCKET,Incomplete,Pass,,,POST,0,SHER,40,EAGLE,,,5S,0,
2,-21,2 MIN,11,2,0,2,4,2&3-6,53,Open Field (-40 to 40),L,CONU,15,32,G0,,,IZ LOCK ST OPT HOTEL,RPO,Complete,Pass,,,CURL WK,21,MCGILL,30,BANDIT,,BUSTER,6,BLACK PEEL,
1,0,,2,3,1,2,3,2&3-6,53,Open Field (-40 to 40),L,CONU,15,32,G0,3S BEND,,IZ BEND ST OPT MIAMI,RPO,Complete,Pass,MIAMI WK (HB LEVERAGE),,FLAT WK,4,UDM,40,EVEN,,MOW,6,10,
3,-11,OPENERS 2ND,12,1,0,0,10,0&10,54,Open Field (-40 to 40),L,CONU,15,32,G0,2W REACH,,G LEAD ST OPT SEATTLE,RPO,Rush,Run,HOTEL ST (# & LEVERAGE),,,5,MCGILL,40,IN,WK BANG,,4,DEUCES,
2,-18,,8,4,2,1,10,1&10,54,Open Field (-40 to 40),R,CONU,15,32,G0,2W REACH,,IZ ST OPT SEATTLE,RPO,Complete,Pass,,,CURL WK,17,MCGILL,40,RS,,HAMMER,3,DROP,
3,-18,,13,4,2,1,10,1&10,54,Open Field (-40 to 40),R,CONU,15,32,G0,,,OZ WK,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,-4,MCGILL,40,CB DEEP,RUN/ATTACK,,5M,BLACK,
3,-18,,14,1,0,0,10,0&10,55,Open Field (-40 to 40),L,CONU,15,32,G0,3S BOMBER,70 BOMBER SLIDE STR,HOTEL PUMP,DROPBACK,Complete,Pass,,,DEEP 1/3 ST,28,MCGILL,40,IN,ST BANG,,4,ROTATE,
3,-28,,11,5,2,1,10,1&10,55,Open Field (-40 to 40),L,CONU,15,32,G0,,,IZ ST READ HITCH SCREEN WK,RPO,Rush,Run,HOTEL ST (#),,,20,LVL,40,STRONG,,,4,11,
